,00001,00002,00003,00004,00005,00006,00007,00008,00009,00010,00011,00012,00013,00014,00015,00016,00017,00018,00019,00020,00021,00022,00023,00024,00025,00026,00027,00028,00029,00030,00031,00032,00033,00034,00035,00036,00037,00038,00039,00040,00041,00042,00043,00044,00045,00046,00047,00048,00049,00050,00051,00052,00053,00054,00055,00056,00057,00058,00059,00060,00061,00062,00063,00064,00065,00066,00067,00068,00069,00070,00071,00072,00073,00074,00075,00076,00077,00078,00079,00080,00081,00082,00083,00084,00085,00086,00087,00088,00089,00090,00091,00092,00094,00095,00096,00097,00098,00099,00100
0,0.1639921692916688,0.0,0.14346663204197654,0.0,0.15996631127630626,0.017007794947620246,0.0,0.0,0.0,0.012061501916301369,0.47127215451009974,0.027465889265559405,0.013927279684042896,0.32799043000704525,0.019697137855619832,0.30162009834636944,0.0,0.0,0.09857563227111227,0.6842316892881881,0.01373353835143277,0.013946805559029333,0.0,0.06786202423186173,0.13648997439235894,0.06861803476052686,0.0,0.0,0.0,0.0,0.06376065535924867,0.0,0.30437324430867285,0.07199534834145276,0.08053366762266072,0.0,0.14600755626836281,0.41135003942525106,0.15239588338318238,0.23858521153517145,0.1873958851952536,0.11122809120165715,0.1514548789261003,0.01742093918983281,0.0,0.0737496244379392,0.15399959442003228,0.02760383005883431,0.07313445201627383,0.06684793046681488,0.0764627044078592,0.0,0.39303988261406014,0.039850409599530415,0.0,0.0,0.1206657091239369,0.14204358785265553,0.0,0.09314196808785638,0.057255359456005565,0.2312004394115643,0.009399954995160808,0.028006048659015785,0.07907112699371317,0.01136316206339092,0.01842273183668412,0.1261465297532963,0.0,0.0,0.0,0.017423819071434334,0.0,0.0,0.12752566971212478,0.13094454717570905,0.05864200026361382,0.008076626182020562,0.20222905485601633,0.0,0.1819627820869116,0.018109612101331003,0.0259570510406488,0.0,0.0,0.12806482480288697,0.0,0.0,0.09769680793916535,0.21680215033417377,0.11065525492654484,0.026161187509665423,0.0,0.0,0.0,0.15292450370104702,0.0,0.0,0.0
