,1,2,3,4,5,6,7,8,9,10
0,12.115049667644751,14.481671656874529,17.727735498874697,19.9645412632893,22.02955058152891,23.365686271690265,24.76029147788293,26.125650317823187,27.60225155629424,28.97845844799425
