,1,2,3,4,5,6,7,8,9,10
0,15.911900741244887,20.554120797041755,23.80018463904192,26.720458831472097,29.67844515219371,33.275733548781965,35.199326936633916,37.429413041869665,39.16659096948266,39.625326600049334
